schemaVersion,recordType,source_name,source_url,entityName,employeeCount
1.0,STARTUP,YCombinator,https://yc.com/companies/0,OpenAI Inc.,10
1.0,STARTUP,YCombinator,https://yc.com/companies/1,Anthropic,20
1.0,STARTUP,YCombinator,https://yc.com/companies/2,Cohere Inc.,30
1.0,STARTUP,YCombinator,https://yc.com/companies/3,Mistral AI,40
1.0,STARTUP,YCombinator,https://yc.com/companies/4,Runway Inc.,50
1.0,STARTUP,YCombinator,https://yc.com/companies/5,OpenAI,60
1.0,STARTUP,YCombinator,https://yc.com/companies/6,Anthropic Inc.,70
1.0,STARTUP,YCombinator,https://yc.com/companies/7,Cohere,80
1.0,STARTUP,YCombinator,https://yc.com/companies/8,Mistral AI Inc.,90
1.0,STARTUP,YCombinator,https://yc.com/companies/9,Runway,100
1.0,STARTUP,YCombinator,https://yc.com/companies/10,OpenAI Inc.,110
1.0,STARTUP,YCombinator,https://yc.com/companies/11,Anthropic,120
1.0,STARTUP,YCombinator,https://yc.com/companies/12,Cohere Inc.,130
1.0,STARTUP,YCombinator,https://yc.com/companies/13,Mistral AI,140
1.0,STARTUP,YCombinator,https://yc.com/companies/14,Runway Inc.,150
1.0,STARTUP,YCombinator,https://yc.com/companies/15,OpenAI,160
1.0,STARTUP,YCombinator,https://yc.com/companies/16,Anthropic Inc.,170
1.0,STARTUP,YCombinator,https://yc.com/companies/17,Cohere,180
1.0,STARTUP,YCombinator,https://yc.com/companies/18,Mistral AI Inc.,190
1.0,STARTUP,YCombinator,https://yc.com/companies/19,Runway,200
1.0,STARTUP,YCombinator,https://yc.com/companies/20,OpenAI Inc.,210
1.0,STARTUP,YCombinator,https://yc.com/companies/21,Anthropic,220
1.0,STARTUP,YCombinator,https://yc.com/companies/22,Cohere Inc.,230
1.0,STARTUP,YCombinator,https://yc.com/companies/23,Mistral AI,240
1.0,STARTUP,YCombinator,https://yc.com/companies/24,Runway Inc.,250
1.0,STARTUP,YCombinator,https://yc.com/companies/25,OpenAI,260
1.0,STARTUP,YCombinator,https://yc.com/companies/26,Anthropic Inc.,270
1.0,STARTUP,YCombinator,https://yc.com/companies/27,Cohere,280
1.0,STARTUP,YCombinator,https://yc.com/companies/28,Mistral AI Inc.,290
1.0,STARTUP,YCombinator,https://yc.com/companies/29,Runway,300
1.0,STARTUP,YCombinator,https://yc.com/companies/30,OpenAI Inc.,310
1.0,STARTUP,YCombinator,https://yc.com/companies/31,Anthropic,320
1.0,STARTUP,YCombinator,https://yc.com/companies/32,Cohere Inc.,330
1.0,STARTUP,YCombinator,https://yc.com/companies/33,Mistral AI,340
1.0,STARTUP,YCombinator,https://yc.com/companies/34,Runway Inc.,350
1.0,STARTUP,YCombinator,https://yc.com/companies/35,OpenAI,360
1.0,STARTUP,YCombinator,https://yc.com/companies/36,Anthropic Inc.,370
1.0,STARTUP,YCombinator,https://yc.com/companies/37,Cohere,380
1.0,STARTUP,YCombinator,https://yc.com/companies/38,Mistral AI Inc.,390
1.0,STARTUP,YCombinator,https://yc.com/companies/39,Runway,400
1.0,STARTUP,YCombinator,https://yc.com/companies/40,OpenAI Inc.,410
1.0,STARTUP,YCombinator,https://yc.com/companies/41,Anthropic,420
1.0,STARTUP,YCombinator,https://yc.com/companies/42,Cohere Inc.,430
1.0,STARTUP,YCombinator,https://yc.com/companies/43,Mistral AI,440
1.0,STARTUP,YCombinator,https://yc.com/companies/44,Runway Inc.,450
1.0,STARTUP,YCombinator,https://yc.com/companies/45,OpenAI,460
1.0,STARTUP,YCombinator,https://yc.com/companies/46,Anthropic Inc.,470
1.0,STARTUP,YCombinator,https://yc.com/companies/47,Cohere,480
1.0,STARTUP,YCombinator,https://yc.com/companies/48,Mistral AI Inc.,490
1.0,STARTUP,YCombinator,https://yc.com/companies/49,Runway,500
1.0,STARTUP,YCombinator,https://yc.com/companies/50,OpenAI Inc.,510
1.0,STARTUP,YCombinator,https://yc.com/companies/51,Anthropic,520
1.0,STARTUP,YCombinator,https://yc.com/companies/52,Cohere Inc.,530
1.0,STARTUP,YCombinator,https://yc.com/companies/53,Mistral AI,540
1.0,STARTUP,YCombinator,https://yc.com/companies/54,Runway Inc.,550
1.0,STARTUP,YCombinator,https://yc.com/companies/55,OpenAI,560
1.0,STARTUP,YCombinator,https://yc.com/companies/56,Anthropic Inc.,570
1.0,STARTUP,YCombinator,https://yc.com/companies/57,Cohere,580
1.0,STARTUP,YCombinator,https://yc.com/companies/58,Mistral AI Inc.,590
1.0,STARTUP,YCombinator,https://yc.com/companies/59,Runway,600
1.0,STARTUP,YCombinator,https://yc.com/companies/60,OpenAI Inc.,610
1.0,STARTUP,YCombinator,https://yc.com/companies/61,Anthropic,620
1.0,STARTUP,YCombinator,https://yc.com/companies/62,Cohere Inc.,630
1.0,STARTUP,YCombinator,https://yc.com/companies/63,Mistral AI,640
1.0,STARTUP,YCombinator,https://yc.com/companies/64,Runway Inc.,650
1.0,STARTUP,YCombinator,https://yc.com/companies/65,OpenAI,660
1.0,STARTUP,YCombinator,https://yc.com/companies/66,Anthropic Inc.,670
1.0,STARTUP,YCombinator,https://yc.com/companies/67,Cohere,680
1.0,STARTUP,YCombinator,https://yc.com/companies/68,Mistral AI Inc.,690
1.0,STARTUP,YCombinator,https://yc.com/companies/69,Runway,700
1.0,STARTUP,YCombinator,https://yc.com/companies/70,OpenAI Inc.,710
1.0,STARTUP,YCombinator,https://yc.com/companies/71,Anthropic,720
1.0,STARTUP,YCombinator,https://yc.com/companies/72,Cohere Inc.,730
1.0,STARTUP,YCombinator,https://yc.com/companies/73,Mistral AI,740
1.0,STARTUP,YCombinator,https://yc.com/companies/74,Runway Inc.,750
1.0,STARTUP,YCombinator,https://yc.com/companies/75,OpenAI,760
1.0,STARTUP,YCombinator,https://yc.com/companies/76,Anthropic Inc.,770
1.0,STARTUP,YCombinator,https://yc.com/companies/77,Cohere,780
1.0,STARTUP,YCombinator,https://yc.com/companies/78,Mistral AI Inc.,790
1.0,STARTUP,YCombinator,https://yc.com/companies/79,Runway,800
1.0,STARTUP,YCombinator,https://yc.com/companies/80,OpenAI Inc.,810
1.0,STARTUP,YCombinator,https://yc.com/companies/81,Anthropic,820
1.0,STARTUP,YCombinator,https://yc.com/companies/82,Cohere Inc.,830
1.0,STARTUP,YCombinator,https://yc.com/companies/83,Mistral AI,840
1.0,STARTUP,YCombinator,https://yc.com/companies/84,Runway Inc.,850
1.0,STARTUP,YCombinator,https://yc.com/companies/85,OpenAI,860
1.0,STARTUP,YCombinator,https://yc.com/companies/86,Anthropic Inc.,870
1.0,STARTUP,YCombinator,https://yc.com/companies/87,Cohere,880
1.0,STARTUP,YCombinator,https://yc.com/companies/88,Mistral AI Inc.,890
1.0,STARTUP,YCombinator,https://yc.com/companies/89,Runway,900
1.0,STARTUP,YCombinator,https://yc.com/companies/90,OpenAI Inc.,910
1.0,STARTUP,YCombinator,https://yc.com/companies/91,Anthropic,920
1.0,STARTUP,YCombinator,https://yc.com/companies/92,Cohere Inc.,930
1.0,STARTUP,YCombinator,https://yc.com/companies/93,Mistral AI,940
1.0,STARTUP,YCombinator,https://yc.com/companies/94,Runway Inc.,950
1.0,STARTUP,YCombinator,https://yc.com/companies/95,OpenAI,960
1.0,STARTUP,YCombinator,https://yc.com/companies/96,Anthropic Inc.,970
1.0,STARTUP,YCombinator,https://yc.com/companies/97,Cohere,980
1.0,STARTUP,YCombinator,https://yc.com/companies/98,Mistral AI Inc.,990
1.0,STARTUP,YCombinator,https://yc.com/companies/99,Runway,1000
1.0,STARTUP,YCombinator,https://yc.com/companies/100,OpenAI Inc.,1010
1.0,STARTUP,YCombinator,https://yc.com/companies/101,Anthropic,1020
1.0,STARTUP,YCombinator,https://yc.com/companies/102,Cohere Inc.,1030
1.0,STARTUP,YCombinator,https://yc.com/companies/103,Mistral AI,1040
1.0,STARTUP,YCombinator,https://yc.com/companies/104,Runway Inc.,1050
1.0,STARTUP,YCombinator,https://yc.com/companies/105,OpenAI,1060
1.0,STARTUP,YCombinator,https://yc.com/companies/106,Anthropic Inc.,1070
1.0,STARTUP,YCombinator,https://yc.com/companies/107,Cohere,1080
1.0,STARTUP,YCombinator,https://yc.com/companies/108,Mistral AI Inc.,1090
1.0,STARTUP,YCombinator,https://yc.com/companies/109,Runway,1100
1.0,STARTUP,YCombinator,https://yc.com/companies/110,OpenAI Inc.,1110
1.0,STARTUP,YCombinator,https://yc.com/companies/111,Anthropic,1120
1.0,STARTUP,YCombinator,https://yc.com/companies/112,Cohere Inc.,1130
1.0,STARTUP,YCombinator,https://yc.com/companies/113,Mistral AI,1140
1.0,STARTUP,YCombinator,https://yc.com/companies/114,Runway Inc.,1150
1.0,STARTUP,YCombinator,https://yc.com/companies/115,OpenAI,1160
1.0,STARTUP,YCombinator,https://yc.com/companies/116,Anthropic Inc.,1170
1.0,STARTUP,YCombinator,https://yc.com/companies/117,Cohere,1180
1.0,STARTUP,YCombinator,https://yc.com/companies/118,Mistral AI Inc.,1190
1.0,STARTUP,YCombinator,https://yc.com/companies/119,Runway,1200
1.0,STARTUP,YCombinator,https://yc.com/companies/120,OpenAI Inc.,1210
1.0,STARTUP,YCombinator,https://yc.com/companies/121,Anthropic,1220
1.0,STARTUP,YCombinator,https://yc.com/companies/122,Cohere Inc.,1230
1.0,STARTUP,YCombinator,https://yc.com/companies/123,Mistral AI,1240
1.0,STARTUP,YCombinator,https://yc.com/companies/124,Runway Inc.,1250
1.0,STARTUP,YCombinator,https://yc.com/companies/125,OpenAI,1260
1.0,STARTUP,YCombinator,https://yc.com/companies/126,Anthropic Inc.,1270
1.0,STARTUP,YCombinator,https://yc.com/companies/127,Cohere,1280
1.0,STARTUP,YCombinator,https://yc.com/companies/128,Mistral AI Inc.,1290
1.0,STARTUP,YCombinator,https://yc.com/companies/129,Runway,1300
1.0,STARTUP,YCombinator,https://yc.com/companies/130,OpenAI Inc.,1310
1.0,STARTUP,YCombinator,https://yc.com/companies/131,Anthropic,1320
1.0,STARTUP,YCombinator,https://yc.com/companies/132,Cohere Inc.,1330
1.0,STARTUP,YCombinator,https://yc.com/companies/133,Mistral AI,1340
1.0,STARTUP,YCombinator,https://yc.com/companies/134,Runway Inc.,1350
1.0,STARTUP,YCombinator,https://yc.com/companies/135,OpenAI,1360
1.0,STARTUP,YCombinator,https://yc.com/companies/136,Anthropic Inc.,1370
1.0,STARTUP,YCombinator,https://yc.com/companies/137,Cohere,1380
1.0,STARTUP,YCombinator,https://yc.com/companies/138,Mistral AI Inc.,1390
1.0,STARTUP,YCombinator,https://yc.com/companies/139,Runway,1400
1.0,STARTUP,YCombinator,https://yc.com/companies/140,OpenAI Inc.,1410
1.0,STARTUP,YCombinator,https://yc.com/companies/141,Anthropic,1420
1.0,STARTUP,YCombinator,https://yc.com/companies/142,Cohere Inc.,1430
1.0,STARTUP,YCombinator,https://yc.com/companies/143,Mistral AI,1440
1.0,STARTUP,YCombinator,https://yc.com/companies/144,Runway Inc.,1450
1.0,STARTUP,YCombinator,https://yc.com/companies/145,OpenAI,1460
1.0,STARTUP,YCombinator,https://yc.com/companies/146,Anthropic Inc.,1470
1.0,STARTUP,YCombinator,https://yc.com/companies/147,Cohere,1480
1.0,STARTUP,YCombinator,https://yc.com/companies/148,Mistral AI Inc.,1490
1.0,STARTUP,YCombinator,https://yc.com/companies/149,Runway,1500
1.0,STARTUP,YCombinator,https://yc.com/companies/150,OpenAI Inc.,1510
1.0,STARTUP,YCombinator,https://yc.com/companies/151,Anthropic,1520
1.0,STARTUP,YCombinator,https://yc.com/companies/152,Cohere Inc.,1530
1.0,STARTUP,YCombinator,https://yc.com/companies/153,Mistral AI,1540
1.0,STARTUP,YCombinator,https://yc.com/companies/154,Runway Inc.,1550
1.0,STARTUP,YCombinator,https://yc.com/companies/155,OpenAI,1560
1.0,STARTUP,YCombinator,https://yc.com/companies/156,Anthropic Inc.,1570
1.0,STARTUP,YCombinator,https://yc.com/companies/157,Cohere,1580
1.0,STARTUP,YCombinator,https://yc.com/companies/158,Mistral AI Inc.,1590
1.0,STARTUP,YCombinator,https://yc.com/companies/159,Runway,1600
1.0,STARTUP,YCombinator,https://yc.com/companies/160,OpenAI Inc.,1610
1.0,STARTUP,YCombinator,https://yc.com/companies/161,Anthropic,1620
1.0,STARTUP,YCombinator,https://yc.com/companies/162,Cohere Inc.,1630
1.0,STARTUP,YCombinator,https://yc.com/companies/163,Mistral AI,1640
1.0,STARTUP,YCombinator,https://yc.com/companies/164,Runway Inc.,1650
1.0,STARTUP,YCombinator,https://yc.com/companies/165,OpenAI,1660
1.0,STARTUP,YCombinator,https://yc.com/companies/166,Anthropic Inc.,1670
1.0,STARTUP,YCombinator,https://yc.com/companies/167,Cohere,1680
1.0,STARTUP,YCombinator,https://yc.com/companies/168,Mistral AI Inc.,1690
1.0,STARTUP,YCombinator,https://yc.com/companies/169,Runway,1700
1.0,STARTUP,YCombinator,https://yc.com/companies/170,OpenAI Inc.,1710
1.0,STARTUP,YCombinator,https://yc.com/companies/171,Anthropic,1720
1.0,STARTUP,YCombinator,https://yc.com/companies/172,Cohere Inc.,1730
1.0,STARTUP,YCombinator,https://yc.com/companies/173,Mistral AI,1740
1.0,STARTUP,YCombinator,https://yc.com/companies/174,Runway Inc.,1750
1.0,STARTUP,YCombinator,https://yc.com/companies/175,OpenAI,1760
1.0,STARTUP,YCombinator,https://yc.com/companies/176,Anthropic Inc.,1770
1.0,STARTUP,YCombinator,https://yc.com/companies/177,Cohere,1780
1.0,STARTUP,YCombinator,https://yc.com/companies/178,Mistral AI Inc.,1790
1.0,STARTUP,YCombinator,https://yc.com/companies/179,Runway,1800
1.0,STARTUP,YCombinator,https://yc.com/companies/180,OpenAI Inc.,1810
1.0,STARTUP,YCombinator,https://yc.com/companies/181,Anthropic,1820
1.0,STARTUP,YCombinator,https://yc.com/companies/182,Cohere Inc.,1830
1.0,STARTUP,YCombinator,https://yc.com/companies/183,Mistral AI,1840
1.0,STARTUP,YCombinator,https://yc.com/companies/184,Runway Inc.,1850
1.0,STARTUP,YCombinator,https://yc.com/companies/185,OpenAI,1860
1.0,STARTUP,YCombinator,https://yc.com/companies/186,Anthropic Inc.,1870
1.0,STARTUP,YCombinator,https://yc.com/companies/187,Cohere,1880
1.0,STARTUP,YCombinator,https://yc.com/companies/188,Mistral AI Inc.,1890
1.0,STARTUP,YCombinator,https://yc.com/companies/189,Runway,1900
1.0,STARTUP,YCombinator,https://yc.com/companies/190,OpenAI Inc.,1910
1.0,STARTUP,YCombinator,https://yc.com/companies/191,Anthropic,1920
1.0,STARTUP,YCombinator,https://yc.com/companies/192,Cohere Inc.,1930
1.0,STARTUP,YCombinator,https://yc.com/companies/193,Mistral AI,1940
1.0,STARTUP,YCombinator,https://yc.com/companies/194,Runway Inc.,1950
1.0,STARTUP,YCombinator,https://yc.com/companies/195,OpenAI,1960
1.0,STARTUP,YCombinator,https://yc.com/companies/196,Anthropic Inc.,1970
1.0,STARTUP,YCombinator,https://yc.com/companies/197,Cohere,1980
1.0,STARTUP,YCombinator,https://yc.com/companies/198,Mistral AI Inc.,1990
1.0,STARTUP,YCombinator,https://yc.com/companies/199,Runway,2000
1.0,STARTUP,YCombinator,https://yc.com/companies/200,OpenAI Inc.,2010
1.0,STARTUP,YCombinator,https://yc.com/companies/201,Anthropic,2020
1.0,STARTUP,YCombinator,https://yc.com/companies/202,Cohere Inc.,2030
1.0,STARTUP,YCombinator,https://yc.com/companies/203,Mistral AI,2040
1.0,STARTUP,YCombinator,https://yc.com/companies/204,Runway Inc.,2050
1.0,STARTUP,YCombinator,https://yc.com/companies/205,OpenAI,2060
1.0,STARTUP,YCombinator,https://yc.com/companies/206,Anthropic Inc.,2070
1.0,STARTUP,YCombinator,https://yc.com/companies/207,Cohere,2080
1.0,STARTUP,YCombinator,https://yc.com/companies/208,Mistral AI Inc.,2090
1.0,STARTUP,YCombinator,https://yc.com/companies/209,Runway,2100
1.0,STARTUP,YCombinator,https://yc.com/companies/210,OpenAI Inc.,2110
1.0,STARTUP,YCombinator,https://yc.com/companies/211,Anthropic,2120
1.0,STARTUP,YCombinator,https://yc.com/companies/212,Cohere Inc.,2130
1.0,STARTUP,YCombinator,https://yc.com/companies/213,Mistral AI,2140
1.0,STARTUP,YCombinator,https://yc.com/companies/214,Runway Inc.,2150
1.0,STARTUP,YCombinator,https://yc.com/companies/215,OpenAI,2160
1.0,STARTUP,YCombinator,https://yc.com/companies/216,Anthropic Inc.,2170
1.0,STARTUP,YCombinator,https://yc.com/companies/217,Cohere,2180
1.0,STARTUP,YCombinator,https://yc.com/companies/218,Mistral AI Inc.,2190
1.0,STARTUP,YCombinator,https://yc.com/companies/219,Runway,2200
1.0,STARTUP,YCombinator,https://yc.com/companies/220,OpenAI Inc.,2210
1.0,STARTUP,YCombinator,https://yc.com/companies/221,Anthropic,2220
1.0,STARTUP,YCombinator,https://yc.com/companies/222,Cohere Inc.,2230
1.0,STARTUP,YCombinator,https://yc.com/companies/223,Mistral AI,2240
1.0,STARTUP,YCombinator,https://yc.com/companies/224,Runway Inc.,2250
1.0,STARTUP,YCombinator,https://yc.com/companies/225,OpenAI,2260
1.0,STARTUP,YCombinator,https://yc.com/companies/226,Anthropic Inc.,2270
1.0,STARTUP,YCombinator,https://yc.com/companies/227,Cohere,2280
1.0,STARTUP,YCombinator,https://yc.com/companies/228,Mistral AI Inc.,2290
1.0,STARTUP,YCombinator,https://yc.com/companies/229,Runway,2300
1.0,STARTUP,YCombinator,https://yc.com/companies/230,OpenAI Inc.,2310
1.0,STARTUP,YCombinator,https://yc.com/companies/231,Anthropic,2320
1.0,STARTUP,YCombinator,https://yc.com/companies/232,Cohere Inc.,2330
1.0,STARTUP,YCombinator,https://yc.com/companies/233,Mistral AI,2340
1.0,STARTUP,YCombinator,https://yc.com/companies/234,Runway Inc.,2350
1.0,STARTUP,YCombinator,https://yc.com/companies/235,OpenAI,2360
1.0,STARTUP,YCombinator,https://yc.com/companies/236,Anthropic Inc.,2370
1.0,STARTUP,YCombinator,https://yc.com/companies/237,Cohere,2380
1.0,STARTUP,YCombinator,https://yc.com/companies/238,Mistral AI Inc.,2390
1.0,STARTUP,YCombinator,https://yc.com/companies/239,Runway,2400
1.0,STARTUP,YCombinator,https://yc.com/companies/240,OpenAI Inc.,2410
1.0,STARTUP,YCombinator,https://yc.com/companies/241,Anthropic,2420
1.0,STARTUP,YCombinator,https://yc.com/companies/242,Cohere Inc.,2430
1.0,STARTUP,YCombinator,https://yc.com/companies/243,Mistral AI,2440
1.0,STARTUP,YCombinator,https://yc.com/companies/244,Runway Inc.,2450
1.0,STARTUP,YCombinator,https://yc.com/companies/245,OpenAI,2460
1.0,STARTUP,YCombinator,https://yc.com/companies/246,Anthropic Inc.,2470
1.0,STARTUP,YCombinator,https://yc.com/companies/247,Cohere,2480
1.0,STARTUP,YCombinator,https://yc.com/companies/248,Mistral AI Inc.,2490
1.0,STARTUP,YCombinator,https://yc.com/companies/249,Runway,2500
1.0,STARTUP,YCombinator,https://yc.com/companies/250,OpenAI Inc.,2510
1.0,STARTUP,YCombinator,https://yc.com/companies/251,Anthropic,2520
1.0,STARTUP,YCombinator,https://yc.com/companies/252,Cohere Inc.,2530
1.0,STARTUP,YCombinator,https://yc.com/companies/253,Mistral AI,2540
1.0,STARTUP,YCombinator,https://yc.com/companies/254,Runway Inc.,2550
1.0,STARTUP,YCombinator,https://yc.com/companies/255,OpenAI,2560
1.0,STARTUP,YCombinator,https://yc.com/companies/256,Anthropic Inc.,2570
1.0,STARTUP,YCombinator,https://yc.com/companies/257,Cohere,2580
1.0,STARTUP,YCombinator,https://yc.com/companies/258,Mistral AI Inc.,2590
1.0,STARTUP,YCombinator,https://yc.com/companies/259,Runway,2600
1.0,STARTUP,YCombinator,https://yc.com/companies/260,OpenAI Inc.,2610
1.0,STARTUP,YCombinator,https://yc.com/companies/261,Anthropic,2620
1.0,STARTUP,YCombinator,https://yc.com/companies/262,Cohere Inc.,2630
1.0,STARTUP,YCombinator,https://yc.com/companies/263,Mistral AI,2640
1.0,STARTUP,YCombinator,https://yc.com/companies/264,Runway Inc.,2650
1.0,STARTUP,YCombinator,https://yc.com/companies/265,OpenAI,2660
1.0,STARTUP,YCombinator,https://yc.com/companies/266,Anthropic Inc.,2670
1.0,STARTUP,YCombinator,https://yc.com/companies/267,Cohere,2680
1.0,STARTUP,YCombinator,https://yc.com/companies/268,Mistral AI Inc.,2690
1.0,STARTUP,YCombinator,https://yc.com/companies/269,Runway,2700
1.0,STARTUP,YCombinator,https://yc.com/companies/270,OpenAI Inc.,2710
1.0,STARTUP,YCombinator,https://yc.com/companies/271,Anthropic,2720
1.0,STARTUP,YCombinator,https://yc.com/companies/272,Cohere Inc.,2730
1.0,STARTUP,YCombinator,https://yc.com/companies/273,Mistral AI,2740
1.0,STARTUP,YCombinator,https://yc.com/companies/274,Runway Inc.,2750
1.0,STARTUP,YCombinator,https://yc.com/companies/275,OpenAI,2760
1.0,STARTUP,YCombinator,https://yc.com/companies/276,Anthropic Inc.,2770
